Network Category,Time Step,Robot ID,X, Y,Degree, SD Est
12-Star,173,8,-103.92305,60,1,1.4000001
12-Star,173,9,-60,-103.92305,1,1.4000001
12-Star,173,10,60,-103.92305,1,1.4000001
12-Star,173,11,0,180,1,1.2
12-Star,174,0,0,0,5,4.64
12-Star,174,1,51.961525,30,3,3.0666668
12-Star,174,2,0,60,4,3.8500001
12-Star,174,3,-51.961525,30,3,3.0666668
12-Star,174,4,-30,-51.961525,3,3
12-Star,174,5,30,-51.961525,3,3
12-Star,174,6,103.92305,60,1,1.4000001
12-Star,174,7,0,120,2,2.1
12-Star,174,8,-103.92305,60,1,1.4000001
12-Star,174,9,-60,-103.92305,1,1.4000001
12-Star,174,10,60,-103.92305,1,1.4000001
12-Star,174,11,0,180,1,1.2
12-Star,175,0,0,0,5,4.64
12-Star,175,1,51.961525,30,3,3.0666668
12-Star,175,2,0,60,4,3.8500001
12-Star,175,3,-51.961525,30,3,3.0666668
12-Star,175,4,-30,-51.961525,3,3
12-Star,175,5,30,-51.961525,3,3
12-Star,175,6,103.92305,60,1,1.4000001
12-Star,175,7,0,120,2,2.1
12-Star,175,8,-103.92305,60,1,1.4000001
12-Star,175,9,-60,-103.92305,1,1.4000001
12-Star,175,10,60,-103.92305,1,1.4000001
12-Star,175,11,0,180,1,1.2
12-Star,176,0,0,0,5,4.64
12-Star,176,1,51.961525,30,3,3.0666668
12-Star,176,2,0,60,4,3.8500001
12-Star,176,3,-51.961525,30,3,3.0666668
12-Star,176,4,-30,-51.961525,3,3
12-Star,176,5,30,-51.961525,3,3
12-Star,176,6,103.92305,60,1,1.4000001
12-Star,176,7,0,120,2,2.1
12-Star,176,8,-103.92305,60,1,1.4000001
12-Star,176,9,-60,-103.92305,1,1.4000001
12-Star,176,10,60,-103.92305,1,1.4000001
12-Star,176,11,0,180,1,1.2
12-Star,177,0,0,0,5,4.64
12-Star,177,1,51.961525,30,3,3.0666668
12-Star,177,2,0,60,4,3.8500001
12-Star,177,3,-51.961525,30,3,3.0666668
12-Star,177,4,-30,-51.961525,3,3
12-Star,177,5,30,-51.961525,3,3
12-Star,177,6,103.92305,60,1,1.4000001
12-Star,177,7,0,120,2,2.1
12-Star,177,8,-103.92305,60,1,1.4000001
12-Star,177,9,-60,-103.92305,1,1.4000001
12-Star,177,10,60,-103.92305,1,1.4000001
12-Star,177,11,0,180,1,1.2
12-Star,178,0,0,0,5,4.64
12-Star,178,1,51.961525,30,3,3.0666668
12-Star,178,2,0,60,4,3.8500001
12-Star,178,3,-51.961525,30,3,3.0666668
12-Star,178,4,-30,-51.961525,3,3
12-Star,178,5,30,-51.961525,3,3
12-Star,178,6,103.92305,60,1,1.4000001
12-Star,178,7,0,120,2,2.1
12-Star,178,8,-103.92305,60,1,1.4000001
12-Star,178,9,-60,-103.92305,1,1.4000001
12-Star,178,10,60,-103.92305,1,1.4000001
12-Star,178,11,0,180,1,1.2
12-Star,179,0,0,0,5,4.64
12-Star,179,1,51.961525,30,3,3.0666668
12-Star,179,2,0,60,4,3.8500001
12-Star,179,3,-51.961525,30,3,3.0666668
12-Star,179,4,-30,-51.961525,3,3
12-Star,179,5,30,-51.961525,3,3
12-Star,179,6,103.92305,60,1,1.4000001
12-Star,179,7,0,120,2,2.1
12-Star,179,8,-103.92305,60,1,1.4000001
12-Star,179,9,-60,-103.92305,1,1.4000001
12-Star,179,10,60,-103.92305,1,1.4000001
12-Star,179,11,0,180,1,1.2
12-Star,180,0,0,0,5,4.64
12-Star,180,1,51.961525,30,3,3.0666668
12-Star,180,2,0,60,4,3.8500001
12-Star,180,3,-51.961525,30,3,3.0666668
12-Star,180,4,-30,-51.961525,3,3
12-Star,180,5,30,-51.961525,3,3
12-Star,180,6,103.92305,60,1,1.4000001
12-Star,180,7,0,120,2,2.1
12-Star,180,8,-103.92305,60,1,1.4000001
12-Star,180,9,-60,-103.92305,1,1.4000001
12-Star,180,10,60,-103.92305,1,1.4000001
12-Star,180,11,0,180,1,1.2
12-Star,181,0,0,0,5,4.64
12-Star,181,1,51.961525,30,3,3.0666668
12-Star,181,2,0,60,4,3.8500001
12-Star,181,3,-51.961525,30,3,3.0666668
12-Star,181,4,-30,-51.961525,3,3
12-Star,181,5,30,-51.961525,3,3
12-Star,181,6,103.92305,60,1,1.4000001
12-Star,181,7,0,120,2,2.1
12-Star,181,8,-103.92305,60,1,1.4000001
12-Star,181,9,-60,-103.92305,1,1.4000001
12-Star,181,10,60,-103.92305,1,1.4000001
12-Star,181,11,0,180,1,1.2
12-Star,182,0,0,0,5,4.64
12-Star,182,1,51.961525,30,3,3.0666668
12-Star,182,2,0,60,4,3.8500001
12-Star,182,3,-51.961525,30,3,3.0666668
12-Star,182,4,-30,-51.961525,3,3
12-Star,182,5,30,-51.961525,3,3
12-Star,182,6,103.92305,60,1,1.4000001
12-Star,182,7,0,120,2,2.1
12-Star,182,8,-103.92305,60,1,1.4000001
12-Star,182,9,-60,-103.92305,1,1.4000001
12-Star,182,10,60,-103.92305,1,1.4000001
12-Star,182,11,0,180,1,1.2
12-Star,183,0,0,0,5,4.64
12-Star,183,1,51.961525,30,3,3.0666668
12-Star,183,2,0,60,4,3.8500001
12-Star,183,3,-51.961525,30,3,3.0666668
12-Star,183,4,-30,-51.961525,3,3
12-Star,183,5,30,-51.961525,3,3
12-Star,183,6,103.92305,60,1,1.4000001
12-Star,183,7,0,120,2,2.1
12-Star,183,8,-103.92305,60,1,1.4000001
12-Star,183,9,-60,-103.92305,1,1.4000001
12-Star,183,10,60,-103.92305,1,1.4000001
12-Star,183,11,0,180,1,1.2
12-Star,184,0,0,0,5,4.64
12-Star,184,1,51.961525,30,3,3.0666668
12-Star,184,2,0,60,4,3.8500001
12-Star,184,3,-51.961525,30,3,3.0666668
12-Star,184,4,-30,-51.961525,3,3
12-Star,184,5,30,-51.961525,3,3
12-Star,184,6,103.92305,60,1,1.4000001
12-Star,184,7,0,120,2,2.1
12-Star,184,8,-103.92305,60,1,1.4000001
12-Star,184,9,-60,-103.92305,1,1.4000001
12-Star,184,10,60,-103.92305,1,1.4000001
12-Star,184,11,0,180,1,1.2
12-Star,185,0,0,0,5,4.64
12-Star,185,1,51.961525,30,3,3.0666668
12-Star,185,2,0,60,4,3.8500001
12-Star,185,3,-51.961525,30,3,3.0666668
12-Star,185,4,-30,-51.961525,3,3
12-Star,185,5,30,-51.961525,3,3
12-Star,185,6,103.92305,60,1,1.4000001
12-Star,185,7,0,120,2,2.1
12-Star,185,8,-103.92305,60,1,1.4000001
12-Star,185,9,-60,-103.92305,1,1.4000001
12-Star,185,10,60,-103.92305,1,1.4000001
12-Star,185,11,0,180,1,1.2
12-Star,186,0,0,0,5,4.64
12-Star,186,1,51.961525,30,3,3.0666668
12-Star,186,2,0,60,4,3.8500001
12-Star,186,3,-51.961525,30,3,3.0666668
12-Star,186,4,-30,-51.961525,3,3
12-Star,186,5,30,-51.961525,3,3
12-Star,186,6,103.92305,60,1,1.4000001
12-Star,186,7,0,120,2,2.1
12-Star,186,8,-103.92305,60,1,1.4000001
12-Star,186,9,-60,-103.92305,1,1.4000001
12-Star,186,10,60,-103.92305,1,1.4000001
12-Star,186,11,0,180,1,1.2
12-Star,187,0,0,0,5,4.64
12-Star,187,1,51.961525,30,3,3.0666668
12-Star,187,2,0,60,4,3.8500001
12-Star,187,3,-51.961525,30,3,3.0666668
12-Star,187,4,-30,-51.961525,3,3
12-Star,187,5,30,-51.961525,3,3
12-Star,187,6,103.92305,60,1,1.4000001
12-Star,187,7,0,120,2,2.1
12-Star,187,8,-103.92305,60,1,1.4000001
12-Star,187,9,-60,-103.92305,1,1.4000001
12-Star,187,10,60,-103.92305,1,1.4000001
12-Star,187,11,0,180,1,1.2
12-Star,188,0,0,0,5,4.64
12-Star,188,1,51.961525,30,3,3.0666668
12-Star,188,2,0,60,4,3.8500001
12-Star,188,3,-51.961525,30,3,3.0666668
12-Star,188,4,-30,-51.961525,3,3
12-Star,188,5,30,-51.961525,3,3
12-Star,188,6,103.92305,60,1,1.4000001
12-Star,188,7,0,120,2,2.1
12-Star,188,8,-103.92305,60,1,1.4000001
12-Star,188,9,-60,-103.92305,1,1.4000001
12-Star,188,10,60,-103.92305,1,1.4000001
12-Star,188,11,0,180,1,1.2
12-Star,189,0,0,0,5,4.64
12-Star,189,1,51.961525,30,3,3.0666668
12-Star,189,2,0,60,4,3.8500001
12-Star,189,3,-51.961525,30,3,3.0666668
12-Star,189,4,-30,-51.961525,3,3
12-Star,189,5,30,-51.961525,3,3
12-Star,189,6,103.92305,60,1,1.4000001
12-Star,189,7,0,120,2,2.1
12-Star,189,8,-103.92305,60,1,1.4000001
12-Star,189,9,-60,-103.92305,1,1.4000001
12-Star,189,10,60,-103.92305,1,1.4000001
12-Star,189,11,0,180,1,1.2
12-Star,190,0,0,0,5,4.64
12-Star,190,1,51.961525,30,3,3.0666668
12-Star,190,2,0,60,4,3.8500001
12-Star,190,3,-51.961525,30,3,3.0666668
12-Star,190,4,-30,-51.961525,3,3
12-Star,190,5,30,-51.961525,3,3
12-Star,190,6,103.92305,60,1,1.4000001
12-Star,190,7,0,120,2,2.1
12-Star,190,8,-103.92305,60,1,1.4000001
12-Star,190,9,-60,-103.92305,1,1.4000001
12-Star,190,10,60,-103.92305,1,1.4000001
12-Star,190,11,0,180,1,1.2
12-Star,191,0,0,0,5,4.64
12-Star,191,1,51.961525,30,3,3.0666668
12-Star,191,2,0,60,4,3.8500001
12-Star,191,3,-51.961525,30,3,3.0666668
12-Star,191,4,-30,-51.961525,3,3
12-Star,191,5,30,-51.961525,3,3
12-Star,191,6,103.92305,60,1,1.4000001
12-Star,191,7,0,120,2,2.1
12-Star,191,8,-103.92305,60,1,1.4000001
12-Star,191,9,-60,-103.92305,1,1.4000001
12-Star,191,10,60,-103.92305,1,1.4000001
12-Star,191,11,0,180,1,1.2
12-Star,192,0,0,0,5,4.64
12-Star,192,1,51.961525,30,3,3.0666668
12-Star,192,2,0,60,4,3.8500001
12-Star,192,3,-51.961525,30,3,3.0666668
12-Star,192,4,-30,-51.961525,3,3
12-Star,192,5,30,-51.961525,3,3
12-Star,192,6,103.92305,60,1,1.4000001
12-Star,192,7,0,120,2,2.1
12-Star,192,8,-103.92305,60,1,1.4000001
12-Star,192,9,-60,-103.92305,1,1.4000001
12-Star,192,10,60,-103.92305,1,1.4000001
12-Star,192,11,0,180,1,1.2
12-Star,193,0,0,0,5,4.64
12-Star,193,1,51.961525,30,3,3.0666668
12-Star,193,2,0,60,4,3.8500001
12-Star,193,3,-51.961525,30,3,3.0666668
12-Star,193,4,-30,-51.961525,3,3
12-Star,193,5,30,-51.961525,3,3
12-Star,193,6,103.92305,60,1,1.4000001
12-Star,193,7,0,120,2,2.1
12-Star,193,8,-103.92305,60,1,1.4000001
12-Star,193,9,-60,-103.92305,1,1.4000001
12-Star,193,10,60,-103.92305,1,1.4000001
12-Star,193,11,0,180,1,1.2
12-Star,194,0,0,0,5,4.64
12-Star,194,1,51.961525,30,3,3.0666668
12-Star,194,2,0,60,4,3.8500001
12-Star,194,3,-51.961525,30,3,3.0666668
12-Star,194,4,-30,-51.961525,3,3
12-Star,194,5,30,-51.961525,3,3
12-Star,194,6,103.92305,60,1,1.4000001
12-Star,194,7,0,120,2,2.1
12-Star,194,8,-103.92305,60,1,1.4000001
12-Star,194,9,-60,-103.92305,1,1.4000001
12-Star,194,10,60,-103.92305,1,1.4000001
12-Star,194,11,0,180,1,1.2
12-Star,195,0,0,0,5,4.64
12-Star,195,1,51.961525,30,3,3.0666668
12-Star,195,2,0,60,4,3.8500001
12-Star,195,3,-51.961525,30,3,3.0666668
12-Star,195,4,-30,-51.961525,3,3
12-Star,195,5,30,-51.961525,3,3
12-Star,195,6,103.92305,60,1,1.4000001
12-Star,195,7,0,120,2,2.1
12-Star,195,8,-103.92305,60,1,1.4000001
12-Star,195,9,-60,-103.92305,1,1.4000001
12-Star,195,10,60,-103.92305,1,1.4000001
12-Star,195,11,0,180,1,1.2
12-Star,196,0,0,0,5,4.64
12-Star,196,1,51.961525,30,3,3.0666668
12-Star,196,2,0,60,4,3.8500001
12-Star,196,3,-51.961525,30,3,3.0666668
12-Star,196,4,-30,-51.961525,3,3
12-Star,196,5,30,-51.961525,3,3
12-Star,196,6,103.92305,60,1,1.4000001
12-Star,196,7,0,120,2,2.1
12-Star,196,8,-103.92305,60,1,1.4000001
12-Star,196,9,-60,-103.92305,1,1.4000001
12-Star,196,10,60,-103.92305,1,1.4000001
12-Star,196,11,0,180,1,1.2
12-Star,197,0,0,0,5,4.64
12-Star,197,1,51.961525,30,3,3.0666668
12-Star,197,2,0,60,4,3.8500001
12-Star,197,3,-51.961525,30,3,3.0666668
12-Star,197,4,-30,-51.961525,3,3
12-Star,197,5,30,-51.961525,3,3
12-Star,197,6,103.92305,60,1,1.4000001
12-Star,197,7,0,120,2,2.1
12-Star,197,8,-103.92305,60,1,1.4000001
12-Star,197,9,-60,-103.92305,1,1.4000001
12-Star,197,10,60,-103.92305,1,1.4000001
12-Star,197,11,0,180,1,1.2
12-Star,198,0,0,0,5,4.64
12-Star,198,1,51.961525,30,3,3.0666668
12-Star,198,2,0,60,4,3.8500001
12-Star,198,3,-51.961525,30,3,3.0666668
12-Star,198,4,-30,-51.961525,3,3
12-Star,198,5,30,-51.961525,3,3
12-Star,198,6,103.92305,60,1,1.4000001
12-Star,198,7,0,120,2,2.1
12-Star,198,8,-103.92305,60,1,1.4000001
12-Star,198,9,-60,-103.92305,1,1.4000001
12-Star,198,10,60,-103.92305,1,1.4000001
12-Star,198,11,0,180,1,1.2
12-Star,199,0,0,0,5,4.64
12-Star,199,1,51.961525,30,3,3.0666668
12-Star,199,2,0,60,4,3.8500001
12-Star,199,3,-51.961525,30,3,3.0666668
12-Star,199,4,-30,-51.961525,3,3
12-Star,199,5,30,-51.961525,3,3
12-Star,199,6,103.92305,60,1,1.4000001
12-Star,199,7,0,120,2,2.1
12-Star,199,8,-103.92305,60,1,1.4000001
12-Star,199,9,-60,-103.92305,1,1.4000001
12-Star,199,10,60,-103.92305,1,1.4000001
12-Star,199,11,0,180,1,1.2
12-Ring,1,0,0,100,2,2
12-Ring,1,1,43.30127,75,2,2
12-Ring,1,2,86.60254,50,2,2
12-Ring,1,3,100,0,2,2
12-Ring,1,4,86.60254,-50,2,2
12-Ring,1,5,43.30127,-75,2,2
12-Ring,1,6,0,-100,2,2
12-Ring,1,7,-43.30127,-75,2,2
12-Ring,1,8,-86.60254,-50,2,2
12-Ring,1,9,-100,0,2,2
12-Ring,1,10,-86.60254,50,2,2
12-Ring,1,11,-43.30127,75,2,2
12-Ring,2,0,0,100,2,2
12-Ring,2,1,43.30127,75,2,2
12-Ring,2,2,86.60254,50,2,2
12-Ring,2,3,100,0,2,2
12-Ring,2,4,86.60254,-50,2,2
12-Ring,2,5,43.30127,-75,2,2
12-Ring,2,6,0,-100,2,2
12-Ring,2,7,-43.30127,-75,2,2
12-Ring,2,8,-86.60254,-50,2,2
12-Ring,2,9,-100,0,2,2
12-Ring,2,10,-86.60254,50,2,2
12-Ring,2,11,-43.30127,75,2,2
12-Ring,3,0,0,100,2,2
12-Ring,3,1,43.30127,75,2,2
12-Ring,3,2,86.60254,50,2,2
12-Ring,3,3,100,0,2,2
12-Ring,3,4,86.60254,-50,2,2
12-Ring,3,5,43.30127,-75,2,2
12-Ring,3,6,0,-100,2,2
12-Ring,3,7,-43.30127,-75,2,2
12-Ring,3,8,-86.60254,-50,2,2
12-Ring,3,9,-100,0,2,2
12-Ring,3,10,-86.60254,50,2,2
12-Ring,3,11,-43.30127,75,2,2
12-Ring,4,0,0,100,2,2
12-Ring,4,1,43.30127,75,2,2
12-Ring,4,2,86.60254,50,2,2
12-Ring,4,3,100,0,2,2
12-Ring,4,4,86.60254,-50,2,2
12-Ring,4,5,43.30127,-75,2,2
12-Ring,4,6,0,-100,2,2
12-Ring,4,7,-43.30127,-75,2,2
12-Ring,4,8,-86.60254,-50,2,2
12-Ring,4,9,-100,0,2,2
12-Ring,4,10,-86.60254,50,2,2
12-Ring,4,11,-43.30127,75,2,2
12-Ring,5,0,0,100,2,2
12-Ring,5,1,43.30127,75,2,2
12-Ring,5,2,86.60254,50,2,2
12-Ring,5,3,100,0,2,2
12-Ring,5,4,86.60254,-50,2,2
12-Ring,5,5,43.30127,-75,2,2
12-Ring,5,6,0,-100,2,2
12-Ring,5,7,-43.30127,-75,2,2
12-Ring,5,8,-86.60254,-50,2,2
12-Ring,5,9,-100,0,2,2
12-Ring,5,10,-86.60254,50,2,2
12-Ring,5,11,-43.30127,75,2,2
12-Ring,6,0,0,100,2,2
12-Ring,6,1,43.30127,75,2,2
12-Ring,6,2,86.60254,50,2,2
12-Ring,6,3,100,0,2,2
12-Ring,6,4,86.60254,-50,2,2
12-Ring,6,5,43.30127,-75,2,2
12-Ring,6,6,0,-100,2,2
12-Ring,6,7,-43.30127,-75,2,2
12-Ring,6,8,-86.60254,-50,2,2
12-Ring,6,9,-100,0,2,2
12-Ring,6,10,-86.60254,50,2,2
12-Ring,6,11,-43.30127,75,2,2
12-Ring,7,0,0,100,2,2
12-Ring,7,1,43.30127,75,2,2
12-Ring,7,2,86.60254,50,2,2
12-Ring,7,3,100,0,2,2
12-Ring,7,4,86.60254,-50,2,2
12-Ring,7,5,43.30127,-75,2,2
12-Ring,7,6,0,-100,2,2
12-Ring,7,7,-43.30127,-75,2,2
12-Ring,7,8,-86.60254,-50,2,2
12-Ring,7,9,-100,0,2,2
12-Ring,7,10,-86.60254,50,2,2
12-Ring,7,11,-43.30127,75,2,2
12-Ring,8,0,0,100,2,2
12-Ring,8,1,43.30127,75,2,2
12-Ring,8,2,86.60254,50,2,2
12-Ring,8,3,100,0,2,2
12-Ring,8,4,86.60254,-50,2,2
12-Ring,8,5,43.30127,-75,2,2
12-Ring,8,6,0,-100,2,2
12-Ring,8,7,-43.30127,-75,2,2
12-Ring,8,8,-86.60254,-50,2,2
12-Ring,8,9,-100,0,2,2
12-Ring,8,10,-86.60254,50,2,2
12-Ring,8,11,-43.30127,75,2,2
12-Ring,9,0,0,100,2,2
12-Ring,9,1,43.30127,75,2,2
12-Ring,9,2,86.60254,50,2,2
12-Ring,9,3,100,0,2,2
12-Ring,9,4,86.60254,-50,2,2
12-Ring,9,5,43.30127,-75,2,2
12-Ring,9,6,0,-100,2,2
12-Ring,9,7,-43.30127,-75,2,2
12-Ring,9,8,-86.60254,-50,2,2
12-Ring,9,9,-100,0,2,2
12-Ring,9,10,-86.60254,50,2,2
12-Ring,9,11,-43.30127,75,2,2
12-Ring,10,0,0,100,2,2
12-Ring,10,1,43.30127,75,2,2
12-Ring,10,2,86.60254,50,2,2
12-Ring,10,3,100,0,2,2
12-Ring,10,4,86.60254,-50,2,2
12-Ring,10,5,43.30127,-75,2,2
12-Ring,10,6,0,-100,2,2
12-Ring,10,7,-43.30127,-75,2,2
12-Ring,10,8,-86.60254,-50,2,2
12-Ring,10,9,-100,0,2,2
12-Ring,10,10,-86.60254,50,2,2
12-Ring,10,11,-43.30127,75,2,2
12-Ring,11,0,0,100,2,2
12-Ring,11,1,43.30127,75,2,2
12-Ring,11,2,86.60254,50,2,2
12-Ring,11,3,100,0,2,2
12-Ring,11,4,86.60254,-50,2,2
12-Ring,11,5,43.30127,-75,2,2
12-Ring,11,6,0,-100,2,2
12-Ring,11,7,-43.30127,-75,2,2
12-Ring,11,8,-86.60254,-50,2,2
12-Ring,11,9,-100,0,2,2
12-Ring,11,10,-86.60254,50,2,2
12-Ring,11,11,-43.30127,75,2,2
12-Ring,12,0,0,100,2,2
12-Ring,12,1,43.30127,75,2,2
12-Ring,12,2,86.60254,50,2,2
12-Ring,12,3,100,0,2,2
12-Ring,12,4,86.60254,-50,2,2
12-Ring,12,5,43.30127,-75,2,2
12-Ring,12,6,0,-100,2,2
12-Ring,12,7,-43.30127,-75,2,2
12-Ring,12,8,-86.60254,-50,2,2
12-Ring,12,9,-100,0,2,2
12-Ring,12,10,-86.60254,50,2,2
12-Ring,12,11,-43.30127,75,2,2
12-Ring,13,0,0,100,2,2
12-Ring,13,1,43.30127,75,2,2
12-Ring,13,2,86.60254,50,2,2
12-Ring,13,3,100,0,2,2
12-Ring,13,4,86.60254,-50,2,2
12-Ring,13,5,43.30127,-75,2,2
12-Ring,13,6,0,-100,2,2
12-Ring,13,7,-43.30127,-75,2,2
12-Ring,13,8,-86.60254,-50,2,2
12-Ring,13,9,-100,0,2,2
12-Ring,13,10,-86.60254,50,2,2
12-Ring,13,11,-43.30127,75,2,2
12-Ring,14,0,0,100,2,2
12-Ring,14,1,43.30127,75,2,2
12-Ring,14,2,86.60254,50,2,2
12-Ring,14,3,100,0,2,2
12-Ring,14,4,86.60254,-50,2,2
12-Ring,14,5,43.30127,-75,2,2
12-Ring,14,6,0,-100,2,2
12-Ring,14,7,-43.30127,-75,2,2
12-Ring,14,8,-86.60254,-50,2,2
12-Ring,14,9,-100,0,2,2
12-Ring,14,10,-86.60254,50,2,2
12-Ring,14,11,-43.30127,75,2,2
12-Ring,15,0,0,100,2,2
12-Ring,15,1,43.30127,75,2,2
12-Ring,15,2,86.60254,50,2,2
12-Ring,15,3,100,0,2,2
12-Ring,15,4,86.60254,-50,2,2
12-Ring,15,5,43.30127,-75,2,2
12-Ring,15,6,0,-100,2,2
12-Ring,15,7,-43.30127,-75,2,2
12-Ring,15,8,-86.60254,-50,2,2
12-Ring,15,9,-100,0,2,2
12-Ring,15,10,-86.60254,50,2,2
12-Ring,15,11,-43.30127,75,2,2
12-Ring,16,0,0,100,2,2
12-Ring,16,1,43.30127,75,2,2
12-Ring,16,2,86.60254,50,2,2
12-Ring,16,3,100,0,2,2
12-Ring,16,4,86.60254,-50,2,2
12-Ring,16,5,43.30127,-75,2,2
12-Ring,16,6,0,-100,2,2
12-Ring,16,7,-43.30127,-75,2,2
12-Ring,16,8,-86.60254,-50,2,2
12-Ring,16,9,-100,0,2,2
12-Ring,16,10,-86.60254,50,2,2
12-Ring,16,11,-43.30127,75,2,2
12-Ring,17,0,0,100,2,2
12-Ring,17,1,43.30127,75,2,2
12-Ring,17,2,86.60254,50,2,2
12-Ring,17,3,100,0,2,2
12-Ring,17,4,86.60254,-50,2,2
12-Ring,17,5,43.30127,-75,2,2
12-Ring,17,6,0,-100,2,2
12-Ring,17,7,-43.30127,-75,2,2
12-Ring,17,8,-86.60254,-50,2,2
12-Ring,17,9,-100,0,2,2
12-Ring,17,10,-86.60254,50,2,2
12-Ring,17,11,-43.30127,75,2,2
12-Ring,18,0,0,100,2,2
12-Ring,18,1,43.30127,75,2,2
12-Ring,18,2,86.60254,50,2,2
12-Ring,18,3,100,0,2,2
12-Ring,18,4,86.60254,-50,2,2
12-Ring,18,5,43.30127,-75,2,2
12-Ring,18,6,0,-100,2,2
12-Ring,18,7,-43.30127,-75,2,2
12-Ring,18,8,-86.60254,-50,2,2
12-Ring,18,9,-100,0,2,2
12-Ring,18,10,-86.60254,50,2,2
12-Ring,18,11,-43.30127,75,2,2
12-Ring,19,0,0,100,2,2
12-Ring,19,1,43.30127,75,2,2
12-Ring,19,2,86.60254,50,2,2
12-Ring,19,3,100,0,2,2
12-Ring,19,4,86.60254,-50,2,2
12-Ring,19,5,43.30127,-75,2,2
12-Ring,19,6,0,-100,2,2
12-Ring,19,7,-43.30127,-75,2,2
12-Ring,19,8,-86.60254,-50,2,2
12-Ring,19,9,-100,0,2,2
12-Ring,19,10,-86.60254,50,2,2
12-Ring,19,11,-43.30127,75,2,2
12-Ring,20,0,0,100,2,2
12-Ring,20,1,43.30127,75,2,2
12-Ring,20,2,86.60254,50,2,2
12-Ring,20,3,100,0,2,2
12-Ring,20,4,86.60254,-50,2,2
12-Ring,20,5,43.30127,-75,2,2
12-Ring,20,6,0,-100,2,2
12-Ring,20,7,-43.30127,-75,2,2
12-Ring,20,8,-86.60254,-50,2,2
12-Ring,20,9,-100,0,2,2
12-Ring,20,10,-86.60254,50,2,2
12-Ring,20,11,-43.30127,75,2,2
12-Ring,21,0,0,100,2,2
12-Ring,21,1,43.30127,75,2,2
12-Ring,21,2,86.60254,50,2,2
12-Ring,21,3,100,0,2,2
12-Ring,21,4,86.60254,-50,2,2
12-Ring,21,5,43.30127,-75,2,2
12-Ring,21,6,0,-100,2,2
12-Ring,21,7,-43.30127,-75,2,2
12-Ring,21,8,-86.60254,-50,2,2
12-Ring,21,9,-100,0,2,2
12-Ring,21,10,-86.60254,50,2,2
12-Ring,21,11,-43.30127,75,2,2
12-Ring,22,0,0,100,2,2
12-Ring,22,1,43.30127,75,2,2
12-Ring,22,2,86.60254,50,2,2
12-Ring,22,3,100,0,2,2
12-Ring,22,4,86.60254,-50,2,2
12-Ring,22,5,43.30127,-75,2,2
12-Ring,22,6,0,-100,2,2
12-Ring,22,7,-43.30127,-75,2,2
12-Ring,22,8,-86.60254,-50,2,2
12-Ring,22,9,-100,0,2,2
12-Ring,22,10,-86.60254,50,2,2
12-Ring,22,11,-43.30127,75,2,2
12-Ring,23,0,0,100,2,2
12-Ring,23,1,43.30127,75,2,2
12-Ring,23,2,86.60254,50,2,2
12-Ring,23,3,100,0,2,2
12-Ring,23,4,86.60254,-50,2,2
12-Ring,23,5,43.30127,-75,2,2
12-Ring,23,6,0,-100,2,2
12-Ring,23,7,-43.30127,-75,2,2
12-Ring,23,8,-86.60254,-50,2,2
12-Ring,23,9,-100,0,2,2
12-Ring,23,10,-86.60254,50,2,2
12-Ring,23,11,-43.30127,75,2,2
12-Ring,24,0,0,100,2,2
12-Ring,24,1,43.30127,75,2,2
12-Ring,24,2,86.60254,50,2,2
12-Ring,24,3,100,0,2,2
12-Ring,24,4,86.60254,-50,2,2
12-Ring,24,5,43.30127,-75,2,2
12-Ring,24,6,0,-100,2,2
12-Ring,24,7,-43.30127,-75,2,2
12-Ring,24,8,-86.60254,-50,2,2
12-Ring,24,9,-100,0,2,2
12-Ring,24,10,-86.60254,50,2,2
12-Ring,24,11,-43.30127,75,2,2
12-Ring,25,0,0,100,2,2
12-Ring,25,1,43.30127,75,2,2
12-Ring,25,2,86.60254,50,2,2
12-Ring,25,3,100,0,2,2
12-Ring,25,4,86.60254,-50,2,2
12-Ring,25,5,43.30127,-75,2,2
12-Ring,25,6,0,-100,2,2
12-Ring,25,7,-43.30127,-75,2,2
12-Ring,25,8,-86.60254,-50,2,2
12-Ring,25,9,-100,0,2,2
12-Ring,25,10,-86.60254,50,2,2
12-Ring,25,11,-43.30127,75,2,2
12-Ring,26,0,0,100,2,2
12-Ring,26,1,43.30127,75,2,2
12-Ring,26,2,86.60254,50,2,2
12-Ring,26,3,100,0,2,2
12-Ring,26,4,86.60254,-50,2,2
12-Ring,26,5,43.30127,-75,2,2
12-Ring,26,6,0,-100,2,2
12-Ring,26,7,-43.30127,-75,2,2
12-Ring,26,8,-86.60254,-50,2,2
12-Ring,26,9,-100,0,2,2
12-Ring,26,10,-86.60254,50,2,2
12-Ring,26,11,-43.30127,75,2,2
12-Ring,27,0,0,100,2,2
12-Ring,27,1,43.30127,75,2,2
12-Ring,27,2,86.60254,50,2,2
12-Ring,27,3,100,0,2,2
12-Ring,27,4,86.60254,-50,2,2
12-Ring,27,5,43.30127,-75,2,2
12-Ring,27,6,0,-100,2,2
12-Ring,27,7,-43.30127,-75,2,2
12-Ring,27,8,-86.60254,-50,2,2
12-Ring,27,9,-100,0,2,2
12-Ring,27,10,-86.60254,50,2,2
12-Ring,27,11,-43.30127,75,2,2
12-Ring,28,0,0,100,2,2
12-Ring,28,1,43.30127,75,2,2
12-Ring,28,2,86.60254,50,2,2
12-Ring,28,3,100,0,2,2
12-Ring,28,4,86.60254,-50,2,2
